Mod:Item:MetaData, Localized Name
Forestry:beeCombs:16, Favo Suave
Forestry:apiaristHelmet, Chapéu do Apicultor
Forestry:apiaristChest, Camisa do Apicultor
Forestry:apiaristLegs, Calças do Apicultor
Forestry:apiaristBoots, Sapatos do Apicultor
Forestry:scoop, Puça
Forestry:treealyzer, Arvoranalizador
Forestry:grafter, Enxerto
Forestry:grafterProven, Enxerto Comprovado
Forestry:honeyedSlice, Fatia de Doce
Forestry:beverage, item.for.beverage.name
Forestry:ambrosia, Ambrosia
Forestry:honeyPot, Pote de Mel
Forestry:infuser, Infusor
Forestry:flutterlyzer, Borbo-analizador
Forestry:stamps:0, Selo (1n)
Forestry:stamps:1, Selo (2n)
Forestry:stamps:2, Selo (5n)
Forestry:stamps:3, Selo (10n)
Forestry:stamps:4, Selo (20n)
Forestry:stamps:5, Selo (50n)
Forestry:stamps:6, Selo (100n)
Forestry:letters, Carta
Forestry:catalogue, Catálogo
Forestry:crate, Caixa
Forestry:apiaristBag, Mochila do Apicultor
Forestry:lepidopteristBag, Mochila do Heteropterologista
Forestry:minerBag, Bolsa do Minerador
Forestry:minerBagT2, Mochila do Minerador
Forestry:diggerBag, Bolsa do Escavador
Forestry:diggerBagT2, Mochila do Escavador
Forestry:foresterBag, Bolsa do 'Forestreyro'
Forestry:foresterBagT2, Mochila do 'Forestreyro'
Forestry:hunterBag, Bolsa do Caçador
Forestry:hunterBagT2, Mochila do Caçador
Forestry:adventurerBag, Bolsa do Aventureiro
Forestry:adventurerBagT2, Mochila do Aventureiro
Forestry:builderBag, Bolsa do Construtor
Forestry:builderBagT2, Mochila do Construtor
Forestry:cratedPeat, item.cratedPeat.name
Forestry:cratedApatite, item.cratedApatite.name
Forestry:cratedFertilizer, item.cratedFertilizer.name
Forestry:cratedMulch, item.cratedMulch.name
Forestry:cratedPhosphor, item.cratedPhosphor.name
Forestry:cratedAsh, item.cratedAsh.name
Forestry:cratedTin, item.cratedTin.name
Forestry:cratedCopper, item.cratedCopper.name
Forestry:cratedBronze, item.cratedBronze.name
Forestry:cratedHumus, item.cratedHumus.name
Forestry:cratedBogearth, item.cratedBogearth.name
Forestry:cratedWheat, item.cratedWheat.name
Forestry:cratedCookies, item.cratedCookies.name
Forestry:cratedRedstone, item.cratedRedstone.name
Forestry:cratedLapis, item.cratedLapis.name
Forestry:cratedReeds, item.cratedReeds.name
Forestry:cratedClay, item.cratedClay.name
Forestry:cratedGlowstone, item.cratedGlowstone.name
Forestry:cratedApples, item.cratedApples.name
Forestry:cratedNetherwart, item.cratedNetherwart.name
Forestry:cratedCharcoal, item.cratedCharcoal.name
Forestry:cratedCoal, item.cratedCoal.name
Forestry:cratedSeeds, item.cratedSeeds.name
Forestry:cratedPotatoes, item.cratedPotatoes.name
Forestry:cratedCarrots, item.cratedCarrots.name
Forestry:cratedWood, item.cratedWood.name
Forestry:cratedSpruceWood, item.cratedSpruceWood.name
Forestry:cratedBirchWood, item.cratedBirchWood.name
Forestry:cratedJungleWood, item.cratedJungleWood.name
Forestry:cratedAcaciaWood, item.cratedAcaciaWood.name
Forestry:cratedDarkOakWood, item.cratedDarkOakWood.name
Forestry:cratedCobblestone, item.cratedCobblestone.name
Forestry:cratedDirt, item.cratedDirt.name
Forestry:cratedPodzol, item.cratedPodzol.name
Forestry:cratedStone, item.cratedStone.name
Forestry:cratedBrick, item.cratedBrick.name
Forestry:cratedCacti, item.cratedCacti.name
Forestry:cratedSand, item.cratedSand.name
Forestry:cratedRedSand, item.cratedRedSand.name
Forestry:cratedObsidian, item.cratedObsidian.name
Forestry:cratedNetherrack, item.cratedNetherrack.name
Forestry:cratedSoulsand, item.cratedSoulsand.name
Forestry:cratedSandstone, item.cratedSandstone.name
Forestry:cratedNetherbrick, item.cratedNetherbrick.name
Forestry:cratedMycelium, item.cratedMycelium.name
Forestry:cratedGravel, item.cratedGravel.name
Forestry:cratedSaplings, item.cratedSaplings.name
Forestry:cratedSpruceSapling, item.cratedSpruceSapling.name
Forestry:cratedBirchSapling, item.cratedBirchSapling.name
Forestry:cratedJungleSapling, item.cratedJungleSapling.name
Forestry:cratedAcaciaSapling, item.cratedAcaciaSapling.name
Forestry:cratedDarkOakSapling, item.cratedDarkOakSapling.name
Forestry:cratedBeeswax, item.cratedBeeswax.name
Forestry:cratedPollen, item.cratedPollen.name
Forestry:cratedCrystallinePollen, item.cratedCrystallinePollen.name
Forestry:cratedPropolis, item.cratedPropolis.name
Forestry:cratedHoneydew, item.cratedHoneydew.name
Forestry:cratedRoyalJelly, item.cratedRoyalJelly.name
Forestry:cratedHoneycombs, item.cratedHoneycombs.name
Forestry:cratedCocoaComb, item.cratedCocoaComb.name
Forestry:cratedSimmeringCombs, item.cratedSimmeringCombs.name
Forestry:cratedStringyCombs, item.cratedStringyCombs.name
Forestry:cratedFrozenCombs, item.cratedFrozenCombs.name
Forestry:cratedDrippingCombs, item.cratedDrippingCombs.name
Forestry:cratedSilkyCombs, item.cratedSilkyCombs.name
Forestry:cratedParchedCombs, item.cratedParchedCombs.name
Forestry:cratedMysteriousCombs, item.cratedMysteriousCombs.name
Forestry:cratedPowderyCombs, item.cratedPowderyCombs.name
Forestry:cratedWheatenCombs, item.cratedWheatenCombs.name
Forestry:cratedMossyCombs, item.cratedMossyCombs.name
Forestry:cratedMellowCombs, item.cratedMellowCombs.name
Forestry:cratedRefractoryWax, item.cratedRefractoryWax.name
Forestry:cratedCherry, item.cratedCherry.name
Forestry:cratedWalnut, item.cratedWalnut.name
Forestry:cratedChestnut, item.cratedChestnut.name
Forestry:cratedLemon, item.cratedLemon.name
Forestry:cratedPlum, item.cratedPlum.name
Forestry:cratedPapaya, item.cratedPapaya.name
Forestry:cratedDates, item.cratedDates.name
Forestry:cratedNaturaBerryBlight, item.cratedNaturaBerryBlight.name
Forestry:cratedNaturaBerryDusk, item.cratedNaturaBerryDusk.name
Forestry:cratedNaturaBerrySky, item.cratedNaturaBerrySky.name
Forestry:cratedNaturaBerrySting, item.cratedNaturaBerrySting.name
Forestry:cratedNaturaBerryRasp, item.cratedNaturaBerryRasp.name
Forestry:cratedNaturaBerryBlue, item.cratedNaturaBerryBlue.name
Forestry:cratedNaturaBerryBlack, item.cratedNaturaBerryBlack.name
Forestry:cratedNaturaBerryMalo, item.cratedNaturaBerryMalo.name
Forestry:cratedNaturaBarley, item.cratedNaturaBarley.name
Forestry:cratedNaturaSaplingRedwood, item.cratedNaturaSaplingRedwood.name
Forestry:cratedNaturaSaplingEucalyptus, item.cratedNaturaSaplingEucalyptus.name
Forestry:cratedNaturaSaplingHopseed, item.cratedNaturaSaplingHopseed.name
Forestry:cratedNaturaSaplingSakura, item.cratedNaturaSaplingSakura.name
Forestry:cratedNaturaSaplingGhostwood, item.cratedNaturaSaplingGhostwood.name
Forestry:cratedNaturaSaplingBlood, item.cratedNaturaSaplingBlood.name
Forestry:cratedNaturaSaplingDarkwood, item.cratedNaturaSaplingDarkwood.name
Forestry:cratedNaturaSaplingFusewood, item.cratedNaturaSaplingFusewood.name
Forestry:cratedNaturaSaplingMaple, item.cratedNaturaSaplingMaple.name
Forestry:cratedNaturaSaplingSilverbell, item.cratedNaturaSaplingSilverbell.name
Forestry:cratedNaturaSaplingPurpleheart, item.cratedNaturaSaplingPurpleheart.name
Forestry:cratedNaturaSaplingTiger, item.cratedNaturaSaplingTiger.name
Forestry:cratedNaturaSaplingWillow, item.cratedNaturaSaplingWillow.name
Forestry:cratedNaturaPotashApple, item.cratedNaturaPotashApple.name
Forestry:cratedNaturaGreenGlowshroom, item.cratedNaturaGreenGlowshroom.name
Forestry:cratedNaturaPurpleGlowshroom, item.cratedNaturaPurpleGlowshroom.name
Forestry:cratedNaturaBlueGlowshroom, item.cratedNaturaBlueGlowshroom.name
Forestry:cratedNaturaLogEucalyptus, item.cratedNaturaLogEucalyptus.name
Forestry:cratedNaturaLogSakura, item.cratedNaturaLogSakura.name
Forestry:cratedNaturaLogGhostwood, item.cratedNaturaLogGhostwood.name
Forestry:cratedNaturaLogHopseed, item.cratedNaturaLogHopseed.name
Forestry:cratedNaturaLogWillow, item.cratedNaturaLogWillow.name
Forestry:cratedNaturaLogBloodwood, item.cratedNaturaLogBloodwood.name
Forestry:cratedNaturaLogDarkwood, item.cratedNaturaLogDarkwood.name
Forestry:cratedNaturaLogFusewood, item.cratedNaturaLogFusewood.name
Forestry:cratedNaturaBlockHeatsand, item.cratedNaturaBlockHeatsand.name
Forestry:cratedNaturaBlockTainted, item.cratedNaturaBlockTainted.name
ImmersiveEngineering:metal:0, Copper Ingot
ImmersiveEngineering:metal:1, Aluminium Ingot
ImmersiveEngineering:metal:2, Lead Ingot
ImmersiveEngineering:metal:3, Silver Ingot
ImmersiveEngineering:metal:4, Nickel Ingot
ImmersiveEngineering:metal:5, Constantan Ingot
ImmersiveEngineering:metal:6, Electrum Ingot
ImmersiveEngineering:metal:7, Steel Ingot
ImmersiveEngineering:metal:8, Iron Grit
ImmersiveEngineering:metal:9, Gold Grit
ImmersiveEngineering:metal:10, Copper Grit
ImmersiveEngineering:metal:11, Aluminium Grit
ImmersiveEngineering:metal:12, Lead Grit
ImmersiveEngineering:metal:13, Silver Grit
ImmersiveEngineering:metal:14, Nickel Grit
ImmersiveEngineering:metal:15, Constantan Grit
ImmersiveEngineering:metal:16, Electrum Grit
ImmersiveEngineering:metal:17, Coke Dust
ImmersiveEngineering:metal:18, Quartz Dust
ImmersiveEngineering:metal:19, HOP Graphite Dust
ImmersiveEngineering:metal:20, HOP Graphite Ingot
ImmersiveEngineering:metal:21, Iron Nugget
ImmersiveEngineering:metal:22, Copper Nugget
ImmersiveEngineering:metal:23, Aluminium Nugget
ImmersiveEngineering:metal:24, Lead Nugget
ImmersiveEngineering:metal:25, Silver Nugget
ImmersiveEngineering:metal:26, Nickel Nugget
ImmersiveEngineering:metal:27, Constantan Nugget
ImmersiveEngineering:metal:28, Electrum Nugget
ImmersiveEngineering:metal:29, Steel Nugget
ImmersiveEngineering:metal:30, Iron Plate
ImmersiveEngineering:metal:32, Aluminium Plate
ImmersiveEngineering:metal:33, Lead Plate
ImmersiveEngineering:metal:36, Constantan Plate
ImmersiveEngineering:metal:38, Steel Plate
ImmersiveEngineering:material:0, Treated Stick
ImmersiveEngineering:material:1, Waterwheel Segment
ImmersiveEngineering:material:2, Windmill Blade
ImmersiveEngineering:material:3, Industrial Hemp Fiber
ImmersiveEngineering:material:4, Tough Fabric
ImmersiveEngineering:material:5, Improved Windmill Blade
ImmersiveEngineering:material:6, Coal Coke
ImmersiveEngineering:material:7, Revolver Barrel
ImmersiveEngineering:material:8, Revolver Drum
ImmersiveEngineering:material:9, Wooden Grip
ImmersiveEngineering:material:10, Revolver Hammer
ImmersiveEngineering:material:11, Iron Mechanical Component
ImmersiveEngineering:material:12, Steel Mechanical Component
ImmersiveEngineering:material:13, Slag
ImmersiveEngineering:material:14, Iron Rod
ImmersiveEngineering:material:15, Steel Rod
ImmersiveEngineering:material:16, Aluminium Rod
ImmersiveEngineering:seed:0, Industrial Hemp Seeds
ImmersiveEngineering:coil:0, LV Wire Coil
ImmersiveEngineering:coil:1, MV Wire Coil
ImmersiveEngineering:coil:2, HV Wire Coil
ImmersiveEngineering:coil:3, Hemp Rope Coil
ImmersiveEngineering:coil:4, Steel Cable Coil
ImmersiveEngineering:tool:0, Engineer's Hammer
ImmersiveEngineering:tool:1, Engineer's Wire Cutters
ImmersiveEngineering:tool:2, Engineer's Voltmeter
ImmersiveEngineering:tool:3, Engineer's Manual
ImmersiveEngineering:toolbox, Engineer's Toolbox
ImmersiveEngineering:revolver:0, Revolver
ImmersiveEngineering:revolver:1, Revolver Speedloader
ImmersiveEngineering:bullet:0, Empty Casing
ImmersiveEngineering:bullet:1, Empty Shell
ImmersiveEngineering:bullet:2, Casull Cartridge
ImmersiveEngineering:bullet:3, Armor-Piercing Cartridge
ImmersiveEngineering:bullet:4, Buckshot Cartridge
ImmersiveEngineering:bullet:5, High-Explosive Cartridge
ImmersiveEngineering:bullet:6, Dragon's Breath Cartridge
ImmersiveEngineering:bullet:9, Silver Cartridge
ImmersiveEngineering:bullet:10, Phial Cartridge
ImmersiveEngineering:fluidContainers:0, Bottle of Creosote Oil
ImmersiveEngineering:fluidContainers:1, Bucket of Creosote Oil
ImmersiveEngineering:fluidContainers:2, Bottle of Plant Oil
ImmersiveEngineering:fluidContainers:3, Bucket of Plant Oil
ImmersiveEngineering:fluidContainers:4, Bottle of Ethanol
ImmersiveEngineering:fluidContainers:5, Bucket of Ethanol
ImmersiveEngineering:fluidContainers:6, Bottle of Biodiesel
ImmersiveEngineering:fluidContainers:7, Bucket of Biodiesel
ImmersiveEngineering:drill:0, Mining Drill
ImmersiveEngineering:drillhead:0, Steel Drill Head
ImmersiveEngineering:drillhead:1, Iron Drill Head
ImmersiveEngineering:toolupgrade:0, Pressurized Air Tank
ImmersiveEngineering:toolupgrade:1, Advanced Lubrication System
ImmersiveEngineering:toolupgrade:2, Additional Augers
ImmersiveEngineering:toolupgrade:3, Large Tank
ImmersiveEngineering:toolupgrade:4, Bayonet
ImmersiveEngineering:toolupgrade:5, Extended Magazine
ImmersiveEngineering:toolupgrade:6, Amplifier Electron Tubes
ImmersiveEngineering:toolupgrade:7, Focused Nozzle
ImmersiveEngineering:toolupgrade:8, Precision Scope
ImmersiveEngineering:toolupgrade:9, Additional Capacitors
ImmersiveEngineering:skyhook, Engineer's Skyhook
ImmersiveEngineering:blueprint, Engineer's Blueprint
ImmersiveEngineering:graphiteElectrode, Graphite Electrode
ImmersiveEngineering:shader, Shader
ImmersiveEngineering:shaderBag, Shader Grabbag
ImmersiveEngineering:jerrycan, Jerrycan
ImmersiveEngineering:chemthrower, Chemical Thrower
ImmersiveEngineering:railgun, Railgun
ImmersiveEngineering:mold:0, Metal Press Mold: Plate
ImmersiveEngineering:mold:2, Metal Press Mold: Rod
Mekanism:PartTransmitter:0, Cabo Universal Básico
Mekanism:PartTransmitter:1, Cabo Universal Avançado
Mekanism:PartTransmitter:2, Cabo Universal Elite
Mekanism:PartTransmitter:3, Cabo Universal Final
Mekanism:PartTransmitter:4, Tubo Mecânico Básico
Mekanism:PartTransmitter:5, Tubo Mecânico Avançado
Mekanism:PartTransmitter:6, Tubo Mecânico Elite
Mekanism:PartTransmitter:7, Tubo Mecânico Final
Mekanism:PartTransmitter:8, Tubo Pressurizado Básico
Mekanism:PartTransmitter:9, Tubo Pressurizado Avançado
Mekanism:PartTransmitter:10, Tubo Pressurizado Elite
Mekanism:PartTransmitter:11, Tubo Pressurizado Final
Mekanism:PartTransmitter:12, Transportador Logístico Básico
Mekanism:PartTransmitter:13, Transportador Logístico Avançado
Mekanism:PartTransmitter:14, Transportador Logístico Elite
Mekanism:PartTransmitter:15, Transportador Logístico Final
Mekanism:PartTransmitter:16, Transportador Restritivo
Mekanism:PartTransmitter:17, Transportador Redirecionador
Mekanism:PartTransmitter:18, Conduíte Térmico Básico
Mekanism:PartTransmitter:19, Conduíte Térmico Avançado
Mekanism:PartTransmitter:20, Conduíte Térmico Elite
Mekanism:PartTransmitter:21, Conduíte Térmico Final
Mekanism:ElectricBow, Arco Elétrico
Mekanism:Dust:0, Pó de Ferro
Mekanism:Dust:1, Pó de Ouro
Mekanism:Dust:2, Pó de Ósmio
Mekanism:Dust:3, Pó de Cobre
Mekanism:Dust:4, Pó de Estanho
Mekanism:Dust:5, Pó de Prata
Mekanism:Dust:6, Pó de Chumbo
Mekanism:Ingot:0, Barra de Obsidiana
Mekanism:Ingot:1, Barra de Ósmio
Mekanism:Ingot:2, Barra de Bronze
Mekanism:Ingot:3, Barra de Pedra Luminosa
Mekanism:Ingot:4, Barra de Aço
Mekanism:Ingot:5, Barra de Cobre
Mekanism:Ingot:6, Barra de Estanho
Mekanism:EnergyTablet, Tablete de Energia
Mekanism:SpeedUpgrade, Upgrade de Velocidade
Mekanism:EnergyUpgrade, Upgrade de Energia
Mekanism:FilterUpgrade, Upgrade de Filtro
Mekanism:MufflingUpgrade, Upgrade Silenciador
Mekanism:GasUpgrade, Upgrade de Gás
Mekanism:Robit, Robit
Mekanism:AtomicDisassembler, Desintegrador Atômico
Mekanism:EnrichedAlloy, Liga Enriquecida
Mekanism:ReinforcedAlloy, Liga Reforçada
Mekanism:AtomicAlloy, Liga Atômica
Mekanism:ItemProxy, item.ItemProxy.name
Mekanism:ControlCircuit:0, Circuito de Controle Básico
Mekanism:ControlCircuit:1, Circuito de Controle Avançado
Mekanism:ControlCircuit:2, Circuito de Controle Elite
Mekanism:ControlCircuit:3, Circuito de Controle Final
Mekanism:EnrichedIron, Ferro Enriquecido
Mekanism:CompressedCarbon, Carbono Prensado
Mekanism:CompressedRedstone, Redstone Prensada
Mekanism:CompressedDiamond, Diamante Prensado
Mekanism:CompressedObsidian, Obsidiana Prensada
Mekanism:PortableTeleporter, Teletransportador Portátil
Mekanism:TeleportationCore, Núcleo de Teletransporte 
Mekanism:Clump:0, Aglomerado de Ferro
Mekanism:Clump:1, Aglomerado de Ouro
Mekanism:Clump:2, Aglomerado de Ósmio
Mekanism:Clump:3, Aglomerado de Cobre
Mekanism:Clump:4, Aglomerado de Estanho
Mekanism:Clump:5, Aglomerado de Prata
Mekanism:Clump:6, Aglomerado de Chumbo
Mekanism:DirtyDust:0, Pó de Ferro Sujo
Mekanism:DirtyDust:1, Pó de Ouro Sujo
Mekanism:DirtyDust:2, Pó de Ósmio Sujo
Mekanism:DirtyDust:3, Pó de Cobre Sujo
Mekanism:DirtyDust:4, Pó de Estanho Sujo
Mekanism:DirtyDust:5, Pó de Prata Sujo
Mekanism:DirtyDust:6, Pó de Chumbo Sujo
Mekanism:Configurator, Configurador
Mekanism:NetworkReader, Leitor de Rede
Mekanism:WalkieTalkie, Rádio Transmissor
Mekanism:Jetpack, Jetpack
Mekanism:Dictionary, Dicionário
Mekanism:GasMask, Máscara de Gás
Mekanism:ScubaTank, Tanque de Mergulho
Mekanism:Balloon:0, §8Preto Balão
Mekanism:Balloon:1, §cVermelho Balão
Mekanism:Balloon:2, §2Verde Balão
Mekanism:Balloon:3, §6Marrom Balão
Mekanism:Balloon:4, §1Azul Balão
Mekanism:Balloon:5, §5Lilás Balão
Mekanism:Balloon:6, §3Ciano Balão
Mekanism:Balloon:7, §7Cinza Claro Balão
Mekanism:Balloon:8, §8Cinza Balão
Mekanism:Balloon:9, §dRosa Balão
Mekanism:Balloon:10, §aVerde Limão Balão
Mekanism:Balloon:11, §eAmarelo Balão
Mekanism:Balloon:12, §9Azul Claro Balão
Mekanism:Balloon:13, §dMagenta Balão
Mekanism:Balloon:14, §6Laranja Balão
Mekanism:Balloon:15, §fBranco Balão
Mekanism:Shard:0, Estilhaço de Ferro
Mekanism:Shard:1, Estilhaço de Ouro
Mekanism:Shard:2, Estilhaço de Ósmio
Mekanism:Shard:3, Estilhaço de Cobre
Mekanism:Shard:4, Estilhaço de Estanho
Mekanism:Shard:5, Estilhaço de Prata
Mekanism:Shard:6, Estilhaço de Chumbo
Mekanism:ElectrolyticCore, Núcleo Eletrolítico
Mekanism:Sawdust, Serragem
Mekanism:Salt, Sal
Mekanism:BrineBucket, Balde de Salmoura
Mekanism:LithiumBucket, Balde de Lítio	
Mekanism:HeavyWaterBucket, Balde de Água Pesada
Mekanism:Crystal:0, Cristal de Ferro
Mekanism:Crystal:1, Cristal de Ouro
Mekanism:Crystal:2, Cristal de Ósmio
Mekanism:Crystal:3, Cristal de Cobre
Mekanism:Crystal:4, Cristal de Estanho
Mekanism:Crystal:5, Cristal de Prata
Mekanism:Crystal:6, Cristal de Chumbo
Mekanism:FreeRunners, Corredores
Mekanism:ArmoredJetpack, Jetpack Blindado
Mekanism:ConfigurationCard, Cartão de Configuração 
Mekanism:CraftingFormula, Fórmula
Mekanism:SeismicReader, Leitor Sísmico
Mekanism:Substrate, Substrato
Mekanism:Polyethene:0, Pelota de PEAD
Mekanism:Polyethene:1, Vara de PEAD
Mekanism:Polyethene:2, Folha de PEAD
Mekanism:Polyethene:3, Plástico
Mekanism:BioFuel, Biocombustível
Mekanism:GlowPanel:0, §8Preto Painel Luminoso
Mekanism:GlowPanel:1, §cVermelho Painel Luminoso
Mekanism:GlowPanel:2, §2Verde Painel Luminoso
Mekanism:GlowPanel:3, §6Marrom Painel Luminoso
Mekanism:GlowPanel:4, §1Azul Painel Luminoso
Mekanism:GlowPanel:5, §5Lilás Painel Luminoso
Mekanism:GlowPanel:6, §3Ciano Painel Luminoso
Mekanism:GlowPanel:7, §7Cinza Claro Painel Luminoso
Mekanism:GlowPanel:8, §8Cinza Painel Luminoso
Mekanism:GlowPanel:9, §dRosa Painel Luminoso
Mekanism:GlowPanel:10, §aVerde Limão Painel Luminoso
Mekanism:GlowPanel:11, §eAmarelo Painel Luminoso
Mekanism:GlowPanel:12, §9Azul Claro Painel Luminoso
Mekanism:GlowPanel:13, §dMagenta Painel Luminoso
Mekanism:GlowPanel:14, §6Laranja Painel Luminoso
Mekanism:GlowPanel:15, §fBranco Painel Luminoso
Mekanism:Flamethrower, Lança-Chamas
Mekanism:GaugeDropper, Medidor Conta-Gotas 
Mekanism:FactoryInstaller:0, Basic Tier Installer
Mekanism:FactoryInstaller:1, Advanced Tier Installer
Mekanism:FactoryInstaller:2, Elite Tier Installer
Mekanism:FactoryInstaller:3, Ultimate Tier Installer
Mekanism:OtherDust:0, Pó de Diamante
Mekanism:OtherDust:1, Pó de Aço
Mekanism:OtherDust:3, Pó de Enxofre
Mekanism:OtherDust:4, Pó de Lítio
Mekanism:OtherDust:5, Pó de Obsidiana Refinado
Mekanism:OtherDust:6, Pó de Obsidiana
MekanismGenerators:SolarPanel, Painel Solar
MekanismGenerators:Hohlraum, Hohlraum
MekanismGenerators:TurbineBlade, Hélice de Turbina
MekanismTools:WoodPaxel, Pacachado de Madeira
MekanismTools:StonePaxel, Pacachado de Pedra
MekanismTools:IronPaxel, Pacachado de Ferro
MekanismTools:DiamondPaxel, Pacachado de Diamante
MekanismTools:GoldPaxel, Pacachado de Ouro
MekanismTools:ObsidianHelmet, Elmo de Obsidiana
MekanismTools:ObsidianChestplate, Peitoral de Obsidiana
MekanismTools:ObsidianLeggings, Calças de Obsidiana
MekanismTools:ObsidianBoots, Botas de Obsidiana
MekanismTools:ObsidianPaxel, Pacachado de Obsidiana
MekanismTools:ObsidianPickaxe, Picareta de Obsidiana
MekanismTools:ObsidianAxe, Machado de Obsidiana
MekanismTools:ObsidianShovel, Pá de Obsidiana
MekanismTools:ObsidianHoe, Enxada de Obsidiana
MekanismTools:ObsidianSword, Espada de Obsidiana
MekanismTools:LapisLazuliHelmet, Elmo de Lápis-Lazúli
MekanismTools:LapisLazuliChestplate, Peitoral de Lápis-Lazúli
MekanismTools:LapisLazuliLeggings, Calças de Lápis-Lazúli
MekanismTools:LapisLazuliBoots, Botas de Lápis-Lazúli
MekanismTools:LapisLazuliPaxel, Pacachado de Lápis-Lazúli
MekanismTools:LapisLazuliPickaxe, Picareta de Lápis-Lazúli
MekanismTools:LapisLazuliAxe, Machado de Lápis-Lazúli
MekanismTools:LapisLazuliShovel, Pá de Lápis-Lazúli
MekanismTools:LapisLazuliHoe, Enxada de Lápis-Lazúli
MekanismTools:LapisLazuliSword, Espada de Lápis-Lazúli
MekanismTools:OsmiumHelmet, Elmo de Ósmio
MekanismTools:OsmiumChestplate, Peitoral de Ósmio
MekanismTools:OsmiumLeggings, Calças de Ósmio
MekanismTools:OsmiumBoots, Botas de Ósmio
MekanismTools:OsmiumPaxel, Pacachado de Ósmio
MekanismTools:OsmiumPickaxe, Picareta de Ósmio
MekanismTools:OsmiumAxe, Machado de Ósmio
MekanismTools:OsmiumShovel, Pá de Ósmio
MekanismTools:OsmiumHoe, Enxada de Ósmio
MekanismTools:OsmiumSword, Espada de Ósmio
MekanismTools:BronzeHelmet, Elmo de Bronze
MekanismTools:BronzeChestplate, Peitoral de Bronze
MekanismTools:BronzeLeggings, Calças de Bronze
MekanismTools:BronzeBoots, Botas de Bronze
MekanismTools:BronzePaxel, Pacachado de Bronze
MekanismTools:BronzePickaxe, Picareta de Bronze
MekanismTools:BronzeAxe, Machado de Bronze
MekanismTools:BronzeShovel, Pá de Bronze
MekanismTools:BronzeHoe, Enxada de Bronze
MekanismTools:BronzeSword, Espada de Bronze
MekanismTools:GlowstonePaxel, Pacachado de Pedra Luminosa
MekanismTools:GlowstonePickaxe, Picareta de Pedra Luminosa
MekanismTools:GlowstoneAxe, Machado de Pedra Luminosa
MekanismTools:GlowstoneShovel, Pá de Pedra Luminosa
MekanismTools:GlowstoneHoe, Enxada de Pedra Luminosa
MekanismTools:GlowstoneSword, Espada de Pedra Luminosa
MekanismTools:GlowstoneHelmet, Elmo de Pedra Luminosa
MekanismTools:GlowstoneChestplate, Peitoral de Pedra Luminosa
MekanismTools:GlowstoneLeggings, Calças de Pedra Luminosa
MekanismTools:GlowstoneBoots, Botas de Pedra Luminosa
MekanismTools:SteelPaxel, Pacachado de Aço
MekanismTools:SteelPickaxe, Picareta de Aço
MekanismTools:SteelAxe, Machado de Aço
MekanismTools:SteelShovel, Pá de Aço
MekanismTools:SteelHoe, Enxada de Aço
MekanismTools:SteelSword, Espada de Aço
MekanismTools:SteelHelmet, Elmo de Aço
MekanismTools:SteelChestplate, Peitoral de Aço
MekanismTools:SteelLeggings, Calças de Aço
MekanismTools:SteelBoots, Botas de Aço
OpenComputers:item:27, Arithmetic Logic Unit (ALU)
OpenComputers:item:101, Accelerated Processing Unit (APU) (Tier 1)
OpenComputers:item:102, Accelerated Processing Unit (APU) (Tier 2)
OpenComputers:item:103, Accelerated Processing Unit (APU) (Creative)
OpenComputers:item:18, Grog
OpenComputers:item:0, Analyzer
OpenComputers:item:21, Arrow Keys
OpenComputers:item:20, Button Group
OpenComputers:item:29, Central Processing Unit (CPU) (Tier 1)
OpenComputers:item:42, Central Processing Unit (CPU) (Tier 2)
OpenComputers:item:43, Central Processing Unit (CPU) (Tier 3)
OpenComputers:item:33, Card Base
OpenComputers:item:96, Chamelium
OpenComputers:item:31, Circuit Board
OpenComputers:item:70, Component Bus (Tier 1)
OpenComputers:item:71, Component Bus (Tier 2)
OpenComputers:item:72, Component Bus (Tier 3)
OpenComputers:item:28, Control Unit (CU)
OpenComputers:item:17, Cutting Wire
OpenComputers:item:104, Data Card (Tier 1)
OpenComputers:item:105, Data Card (Tier 2)
OpenComputers:item:106, Data Card (Tier 3)
OpenComputers:item:73, Debug Card
OpenComputers:item:81, Network Debugger
OpenComputers:item:111, Diamond Chip
OpenComputers:item:19, Disk Platter
OpenComputers:item:109, Disk Drive
OpenComputers:item:83, Drone Case (Tier 1)
OpenComputers:item:87, Drone Case (Tier 2)
OpenComputers:item:91, Drone Case (Creative)
OpenComputers:item:4, Floppy Disk
OpenComputers:item:8, Graphics Card (Tier 1)
OpenComputers:item:9, Graphics Card (Tier 2)
OpenComputers:item:10, Graphics Card (Tier 3)
OpenComputers:item:5, Hard Disk Drive (Tier 1) (1MB)
OpenComputers:item:6, Hard Disk Drive (Tier 2) (2MB)
OpenComputers:item:7, Hard Disk Drive (Tier 3) (4MB)
OpenComputers:item:95, Ink Cartridge
OpenComputers:item:94, Ink Cartridge (Empty)
OpenComputers:item:44, Internet Card
OpenComputers:item:48, Interweb
OpenComputers:item:51, Linked Card
OpenComputers:item:98, OpenComputers Manual
OpenComputers:item:1, Memory (Tier 1)
OpenComputers:item:50, Memory (Tier 1.5)
OpenComputers:item:2, Memory (Tier 2)
OpenComputers:item:3, Memory (Tier 2.5)
OpenComputers:item:38, Memory (Tier 3)
OpenComputers:item:39, Memory (Tier 3.5)
OpenComputers:item:24, Microchip (Tier 1)
